startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean,sector_final,sector_clean_old
GrowthFlow,FinTech,Payments,Gurugram,Tiger Global Management,Seed,52000,2024-05-27,2024,5,Fintech,Seed/Angel,Delhi/NCR,Fintech,Fintech
AutoStack,FinTech,WealthTech,Gurugram,Zodius Capital,Series C,71157000,2020-03-07,2020,3,Fintech,Series C,Delhi/NCR,Fintech,Fintech
Zomato,AgriTech,Marketplace,Noida,"A91 Partners, Bessemer Venture Partners, Matrix Partners India",Growth,58010000,2024-02-29,2024,2,Agritech,Late Stage,Delhi/NCR,Agritech,Agritech
SmartTech,FinTech,InsurTech,Chennai,"A91 Partners, Sequoia Capital India, SoftBank Vision Fund",Pre-Series A,131000,2024-06-02,2024,6,Fintech,Seed/Angel,Chennai,Fintech,Fintech
AutoStack,Enterprise,Security,Gurugram,"A91 Partners, Ribbit Capital, Ventures India",Angel,7000,2023-12-14,2023,12,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
BlueRise,EdTech,UpSkilling,Kolkata,Blume Ventures,Seed,548000,2023-10-30,2023,10,Edtech,Seed/Angel,Kolkata,Edtech,Edtech
NoBroker,Media,Streaming,Mumbai,A91 Partners,Pre-Series A,557000,2022-05-27,2022,5,Other,Seed/Angel,Mumbai,Other,Other
LogiSense,Enterprise,Security,Bengaluru,Tiger Global,Seed,430000,2023-12-24,2023,12,SaaS/Enterprise,Seed/Angel,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
AgriSense,Retail,Fashion,Ahmedabad,"A91 Partners, Bessemer Venture Partners",Series D,458292000,2021-09-08,2021,9,Ecommerce/D2C,Late Stage,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
Groww,Retail,Fashion,Pune,Falcon Edge,Series A,2760000,2025-05-13,2025,5,Ecommerce/D2C,Series A,Pune,Ecommerce/D2C,Ecommerce/D2C
ClearDekho,HealthTech,Health Analytics,Noida,Lightspeed India,Series A,2168000,2020-07-07,2020,7,Healthtech,Series A,Delhi/NCR,Healthtech,Healthtech
Meesho,RealEstate,Home Services,Pune,"Falcon Edge, Tiger Global Management",Pre-Series A,739000,2021-03-23,2021,3,Proptech,Seed/Angel,Pune,Proptech,Proptech
MediSpace,SaaS,MarTech,Gurugram,"Matrix Partners India, Tiger Global",Angel,10000,2023-06-10,2023,6,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
AgriSense,Retail,E-Retail,Chennai,Sequoia Capital India,Seed,1746000,2024-01-22,2024,1,Ecommerce/D2C,Seed/Angel,Chennai,Ecommerce/D2C,Ecommerce/D2C
NimbusWorks,Mobility,EV,Kolkata,"Falcon Edge, Lightspeed India, Peak XV",Pre-Seed,21000,2025-01-13,2025,1,EV/Cleantech,Seed/Angel,Kolkata,EV/Cleantech,EV/Cleantech
Dream11,Retail,Fashion,Noida,Prosus Ventures,Pre-Seed,187000,2020-05-14,2020,5,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Meesho,Enterprise,Automation,Chennai,"IFC, Zodius Capital",Series D,55224000,2021-02-25,2021,2,SaaS/Enterprise,Late Stage,Chennai,SaaS/Enterprise,SaaS/Enterprise
DriveEdge,E-commerce,Marketplace,Bengaluru,Accel,Series A,11170000,2021-11-10,2021,11,Ecommerce/D2C,Series A,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
Udaan,HealthTech,Pharmacy,Noida,LCatterton,Seed,350000,2024-08-09,2024,8,Healthtech,Seed/Angel,Delhi/NCR,Healthtech,Healthtech
Freshworks,FoodTech,Food Delivery,Chennai,"Falcon Edge, Prosus Ventures",Series A,14717000,2020-02-04,2020,2,Foodtech,Series A,Chennai,Foodtech,Foodtech
Byju's,Retail,Fashion,Ahmedabad,Y Combinator,Pre-Seed,24000,2024-10-03,2024,10,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
AeroAnalytics,Retail,Fashion,Hyderabad,"Y Combinator, Zodius Capital",Series A,4481000,2021-07-30,2021,7,Ecommerce/D2C,Series A,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
ClearTax,Consumer Electronics,Audio,Noida,"Bessemer Venture Partners, IFC",Seed,1786000,2024-03-09,2024,3,Other,Seed/Angel,Delhi/NCR,Other,Other
Urban Company,RealEstate,PropTech,Hyderabad,"Peak XV, Ribbit Capital, Sequoia Capital India",Series B,21323000,2025-02-15,2025,2,Proptech,Series B,Hyderabad,Proptech,Proptech
SmartCare,FinTech,NeoBank,Ahmedabad,Elevation Capital,Pre-Series A,426000,2023-01-26,2023,1,Fintech,Seed/Angel,Ahmedabad,Fintech,Fintech
FoodSolutions,RealEstate,Rental Tech,Delhi,"Lightspeed India, Zodius Capital",Seed,651000,2021-03-28,2021,3,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
BlueTech,AgriTech,Supply Chain,Noida,Elevation Capital,Series A,3424000,2023-01-30,2023,1,Agritech,Series A,Delhi/NCR,Agritech,Agritech
CRED,Logistics,Last Mile,Gurugram,Y Combinator,Series B,28486000,2022-09-24,2022,9,Logistics,Series B,Delhi/NCR,Logistics,Logistics
FinSpace,AgriTech,Supply Chain,Gurugram,Ribbit Capital,Seed,432000,2022-07-11,2022,7,Agritech,Seed/Angel,Delhi/NCR,Agritech,Agritech
BigBasket,Media,Streaming,Delhi,Peak XV,Series A,11477000,2022-01-16,2022,1,Other,Series A,Delhi/NCR,Other,Other
Lenskart,FinTech,WealthTech,Gurugram,"Elevation Capital, Ribbit Capital, Y Combinator",Series C,22619000,2023-12-29,2023,12,Fintech,Series C,Delhi/NCR,Fintech,Fintech
FreshBox,Consumer Electronics,Wearables,Pune,"Accel, Ribbit Capital",Series C,42802000,2022-09-24,2022,9,Other,Series C,Pune,Other,Other
HealthRise,Enterprise,Analytics,Noida,"Sequoia Capital India, Tiger Global",Seed,1666000,2024-02-11,2024,2,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
ClearDekho,RealEstate,PropTech,Ahmedabad,"Lightspeed India, Sequoia Capital India",Series A,11144000,2024-04-24,2024,4,Proptech,Series A,Ahmedabad,Proptech,Proptech
Swiggy,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000,2020-10-31,2020,10,EV/Cleantech,Series B,Kolkata,EV/Cleantech,EV/Cleantech
Cars24,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000,2022-03-23,2022,3,Healthtech,Series A,Delhi/NCR,Healthtech,Healthtech
MediWorks,Retail,Fashion,Delhi,"A91 Partners, Blume Ventures",Series C,42389000,2020-10-14,2020,10,Ecommerce/D2C,Series C,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
GreenConnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000,2022-09-25,2022,9,Other,Seed/Angel,Bengaluru,Other,Other
Nykaa,EdTech,Test Prep,Gurugram,Kalaari Capital,Series A,3510000,2024-06-08,2024,6,Edtech,Series A,Delhi/NCR,Edtech,Edtech
AutoFlow,FinTech,WealthTech,Mumbai,"Matrix Partners India, Zodius Capital",Series B,13318000,2022-12-03,2022,12,Fintech,Series B,Mumbai,Fintech,Fintech
NoBroker,FoodTech,Grocery,Chennai,Falcon Edge,Pre-Series A,383000,2023-08-31,2023,8,Foodtech,Seed/Angel,Chennai,Foodtech,Foodtech
UrbanSolutions,EdTech,Coding Bootcamp,Pune,"Bessemer Venture Partners, LCatterton",Series C,24686000,2021-12-07,2021,12,Edtech,Series C,Pune,Edtech,Edtech
MediHive,HealthTech,Health Analytics,Delhi,"Blume Ventures, Elevation Capital, Nexus Venture Partners",Seed,1820000,2022-11-19,2022,11,Healthtech,Seed/Angel,Delhi/NCR,Healthtech,Healthtech
Housejoy,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000,2024-01-15,2024,1,Proptech,Series C,Chennai,Proptech,Proptech
GrowthCare,AgriTech,Supply Chain,Chennai,A91 Partners,Pre-Seed,100000,2020-03-29,2020,3,Agritech,Seed/Angel,Chennai,Agritech,Agritech
BharatPe,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000,2020-12-06,2020,12,Healthtech,Seed/Angel,Ahmedabad,Healthtech,Healthtech
CoreConnect,AgriTech,Marketplace,Bengaluru,"Lightspeed India, Peak XV, Zodius Capital",Growth,113169000,2024-01-30,2024,1,Agritech,Late Stage,Bengaluru,Agritech,Agritech
CoreSpace,HealthTech,Diagnostics,Chennai,"Blume Ventures, Zodius Capital",Series A,9059000,2024-06-15,2024,6,Healthtech,Series A,Chennai,Healthtech,Healthtech
CureFit,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000,2020-05-20,2020,5,Healthtech,Series A,Kolkata,Healthtech,Healthtech
LogiSense,EdTech,Coding Bootcamp,Delhi,"LCatterton, Omidyar Network",Series A,1553000,2020-12-29,2020,12,Edtech,Series A,Delhi/NCR,Edtech,Edtech
AeroAnalytics,E-commerce,Fashion,Delhi,LCatterton,Angel,77000,2023-01-09,2023,1,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Paytm,Mobility,EV,Pune,"Info Edge, Peak XV",Growth,438231000,2023-11-29,2023,11,EV/Cleantech,Late Stage,Pune,EV/Cleantech,EV/Cleantech
AgriHive,FoodTech,Food Delivery,Ahmedabad,"A91 Partners, Info Edge, Matrix Partners India",Series C,261867000,2025-02-02,2025,2,Foodtech,Series C,Ahmedabad,Foodtech,Foodtech
PharmEasy,Enterprise,Analytics,Hyderabad,"Matrix Partners India, Sequoia Capital India",Series A,7137000,2023-01-18,2023,1,SaaS/Enterprise,Series A,Hyderabad,SaaS/Enterprise,SaaS/Enterprise
MediHive,E-commerce,Grocery,Bengaluru,"Accel, Bessemer Venture Partners, Kalaari Capital",Pre-Series A,411000,2021-02-24,2021,2,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
DriveLoop,Logistics,Supply Chain,Noida,"Elevation Capital, Prosus Ventures",Pre-Series A,262000,2022-01-18,2022,1,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
CoreFlow,Retail,Fashion,Kolkata,"Mirae Asset, Tiger Global Management",Seed,1560000,2023-02-19,2023,2,Ecommerce/D2C,Seed/Angel,Kolkata,Ecommerce/D2C,Ecommerce/D2C
FoodSolutions,FoodTech,Grocery,Delhi,Ventures India,Series D,367311000,2023-09-12,2023,9,Foodtech,Late Stage,Delhi/NCR,Foodtech,Foodtech
EduMart,HealthTech,Telemedicine,Gurugram,Bessemer Venture Partners,Series A,1130000,2024-05-28,2024,5,Healthtech,Series A,Delhi/NCR,Healthtech,Healthtech
Udaan,HealthTech,Health Analytics,Bengaluru,Mirae Asset,Series C,21480000,2024-08-13,2024,8,Healthtech,Series C,Bengaluru,Healthtech,Healthtech
DriveEdge,Logistics,Last Mile,Pune,"Omidyar Network, Tiger Global Management, Y Combinator",Seed,200000,2020-03-18,2020,3,Logistics,Seed/Angel,Pune,Logistics,Logistics
SmartTech,AgriTech,Supply Chain,Delhi,Lightspeed India,Series B,47312000,2022-06-18,2022,6,Agritech,Series B,Delhi/NCR,Agritech,Agritech
SmartTech,Retail,Fashion,Noida,"Blume Ventures, Sequoia Capital India",Series A,14492000,2021-04-19,2021,4,Ecommerce/D2C,Series A,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
MediWorks,HealthTech,Telemedicine,Hyderabad,"Falcon Edge, Kalaari Capital, Omidyar Network",Series C,30056000,2021-12-24,2021,12,Healthtech,Series C,Hyderabad,Healthtech,Healthtech
CRED,E-commerce,Grocery,Hyderabad,"Tiger Global Management, Y Combinator",Series B,25964000,2023-02-19,2023,2,Ecommerce/D2C,Series B,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
SkillSolutions,EdTech,Coding Bootcamp,Chennai,Kalaari Capital,Series A,2805000,2021-06-18,2021,6,Edtech,Series A,Chennai,Edtech,Edtech
AeroStack,Mobility,EV,Pune,"IFC, Peak XV",Bridge,1790000,2024-07-02,2024,7,EV/Cleantech,Undisclosed,Pune,EV/Cleantech,EV/Cleantech
AutoStack,FoodTech,Grocery,Kolkata,Peak XV,Series C,195631000,2024-03-31,2024,3,Foodtech,Series C,Kolkata,Foodtech,Foodtech
LogiRise,AgriTech,Supply Chain,Kolkata,"Ribbit Capital, Tiger Global Management",Seed,1102000,2020-05-18,2020,5,Agritech,Seed/Angel,Kolkata,Agritech,Agritech
HomeFoods,FoodTech,Food Delivery,Noida,Matrix Partners India,Series A,3558000,2023-12-06,2023,12,Foodtech,Series A,Delhi/NCR,Foodtech,Foodtech
Bounce,FoodTech,Grocery,Pune,Mirae Asset,Seed,231000,2025-03-22,2025,3,Foodtech,Seed/Angel,Pune,Foodtech,Foodtech
AgriFit,AgriTech,Smart Farming,Delhi,Mirae Asset,Bridge,137000,2023-10-31,2023,10,Agritech,Undisclosed,Delhi/NCR,Agritech,Agritech
CloudPay,EdTech,UpSkilling,Gurugram,Zodius Capital,Seed,62000,2024-09-05,2024,9,Edtech,Seed/Angel,Delhi/NCR,Edtech,Edtech
Licious,HealthTech,Telemedicine,Mumbai,"IFC, Mirae Asset, Sequoia Capital India",Angel,67000,2023-10-16,2023,10,Healthtech,Seed/Angel,Mumbai,Healthtech,Healthtech
Razorpay,Enterprise,Security,Pune,"IFC, Mirae Asset",Series A,9037000,2022-10-05,2022,10,SaaS/Enterprise,Series A,Pune,SaaS/Enterprise,SaaS/Enterprise
QuantumSolutions,Retail,Fashion,Delhi,"A91 Partners, Mirae Asset",Seed,1998000,2024-06-24,2024,6,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
AeroAnalytics,Enterprise,Automation,Delhi,"Falcon Edge, Sequoia Capital India, SoftBank Vision Fund",Series A,14864000,2020-09-03,2020,9,SaaS/Enterprise,Series A,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,2021-06-15,2021,6,Ecommerce/D2C,Series A,Pune,Ecommerce/D2C,Ecommerce/D2C
FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,2022-05-18,2022,5,Agritech,Seed/Angel,Pune,Agritech,Agritech
NimbusWorks,FoodTech,Food Delivery,Kolkata,"Prosus Ventures, Zodius Capital",Seed,1631000,2020-09-25,2020,9,Foodtech,Seed/Angel,Kolkata,Foodtech,Foodtech
SkillFlow,Mobility,EV,Chennai,"Bessemer Venture Partners, Blume Ventures, Nexus Venture Partners",Seed,1149000,2024-06-26,2024,6,EV/Cleantech,Seed/Angel,Chennai,EV/Cleantech,EV/Cleantech
Chargebee,HealthTech,Pharmacy,Kolkata,"Accel, Tiger Global",Seed,125000,2023-02-25,2023,2,Healthtech,Seed/Angel,Kolkata,Healthtech,Healthtech
BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,2023-07-13,2023,7,Fintech,Series A,Hyderabad,Fintech,Fintech
WorkStack,SaaS,HRTech,Pune,IFC,Pre-Seed,27000,2020-09-05,2020,9,SaaS/Enterprise,Seed/Angel,Pune,SaaS/Enterprise,SaaS/Enterprise
BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,2024-05-17,2024,5,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
Myntra,Retail,Fashion,Kolkata,"Elevation Capital, Ribbit Capital",Private Equity,403808000,2022-02-19,2022,2,Ecommerce/D2C,Late Stage,Kolkata,Ecommerce/D2C,Ecommerce/D2C
GreenConnect,RealEstate,Home Services,Chennai,"IFC, Tiger Global",Series B,9425000,2023-03-16,2023,3,Proptech,Series B,Chennai,Proptech,Proptech
BharatPe,SaaS,DevTools,Pune,"Elevation Capital, Matrix Partners India, Ribbit Capital",Seed,596000,2021-08-19,2021,8,SaaS/Enterprise,Seed/Angel,Pune,SaaS/Enterprise,SaaS/Enterprise
Ola,Retail,Grocery,Ahmedabad,"Blume Ventures, IFC",Series A,5333000,2022-07-11,2022,7,Ecommerce/D2C,Series A,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,2022-03-24,2022,3,Proptech,Seed/Angel,Mumbai,Proptech,Proptech
FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,2020-06-19,2020,6,Fintech,Series C,Delhi/NCR,Fintech,Fintech
HyperLoop,FoodTech,Food Delivery,Gurugram,"Nexus Venture Partners, Ribbit Capital",Seed,595000,2021-08-04,2021,8,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
Lenskart,FinTech,Payments,Pune,"IFC, Mirae Asset",Growth,197383000,2021-10-28,2021,10,Fintech,Late Stage,Pune,Fintech,Fintech
SkillFlow,HealthTech,Diagnostics,Ahmedabad,"A91 Partners, Falcon Edge, Ribbit Capital",Series A,8097000,2023-07-16,2023,7,Healthtech,Series A,Ahmedabad,Healthtech,Healthtech
FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,2022-06-23,2022,6,Other,Series C,Delhi/NCR,Other,Other
Swiggy,HealthTech,Pharmacy,Bengaluru,SoftBank Vision Fund,Pre-Seed,142000,2024-07-27,2024,7,Healthtech,Seed/Angel,Bengaluru,Healthtech,Healthtech
CoreSpace,Media,Content,Kolkata,"Bessemer Venture Partners, Omidyar Network",Seed,383000,2024-04-17,2024,4,Other,Seed/Angel,Kolkata,Other,Other
MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,2021-05-26,2021,5,Edtech,Series A,Delhi/NCR,Edtech,Edtech
UrbanDrive,EdTech,UpSkilling,Mumbai,"LCatterton, Ventures India",Pre-Series A,753000,2021-05-05,2021,5,Edtech,Seed/Angel,Mumbai,Edtech,Edtech
SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,2024-10-13,2024,10,Other,Seed/Angel,Hyderabad,Other,Other
Cars24,E-commerce,Fashion,Ahmedabad,"Mirae Asset, SoftBank Vision Fund",Series A,1438000,2023-12-05,2023,12,Ecommerce/D2C,Series A,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
WorkPay_557,Mobility,Ride Sharing,Delhi,Nexus Venture Partners,Bridge,56000,2021-07-31,2021,7,EV/Cleantech,Undisclosed,Delhi/NCR,EV/Cleantech,EV/Cleantech
Dailyhunt,Media,Social,Gurugram,"Kalaari Capital, Lightspeed India",Seed,810000,2020-01-31,2020,1,AI,Seed/Angel,Delhi/NCR,AI,Other
Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,2024-09-23,2024,9,SaaS/Enterprise,Seed/Angel,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
DriveFit_560,Consumer Electronics,Audio,Gurugram,"Nexus Venture Partners, Zodius Capital",Angel,41000,2021-05-27,2021,5,Other,Seed/Angel,Delhi/NCR,Other,Other
LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,2024-02-14,2024,2,Other,Seed/Angel,Bengaluru,Other,Other
FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,2024-01-31,2024,1,Proptech,Seed/Angel,Pune,Proptech,Proptech
NeoTech,RealEstate,Home Services,Gurugram,"Accel, Lightspeed India, Ribbit Capital",Pre-Series A,103000,2020-04-16,2020,4,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,2024-06-04,2024,6,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,2020-11-13,2020,11,Agritech,Series B,Kolkata,Agritech,Agritech
LogiMart,E-commerce,Grocery,Pune,"Blume Ventures, Tiger Global, Y Combinator",Angel,16000,2024-04-04,2024,4,Ecommerce/D2C,Seed/Angel,Pune,Ecommerce/D2C,Ecommerce/D2C
AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,2024-03-29,2024,3,Edtech,Series C,Delhi/NCR,Edtech,Edtech
Dailyhunt,Media,Social,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series B,61332000,2022-01-03,2022,1,AI,Series B,Bengaluru,AI,Other
Dailyhunt,Mobility,EV,Noida,"Blume Ventures, Y Combinator",Series B,13131000,2021-01-23,2021,1,EV/Cleantech,Series B,Delhi/NCR,EV/Cleantech,EV/Cleantech
InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,2022-12-23,2022,12,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
CureFit,Mobility,EV,Kolkata,"Blume Ventures, Y Combinator",Pre-Seed,122000,2023-07-30,2023,7,EV/Cleantech,Seed/Angel,Kolkata,EV/Cleantech,EV/Cleantech
PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,2024-01-16,2024,1,Agritech,Seed/Angel,Ahmedabad,Agritech,Agritech
UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,2021-08-02,2021,8,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
AgriSense,Mobility,Micro Mobility,Mumbai,Blume Ventures,Pre-Seed,146000,2025-04-04,2025,4,EV/Cleantech,Seed/Angel,Mumbai,EV/Cleantech,EV/Cleantech
GreenMart,Consumer Electronics,Audio,Mumbai,"Falcon Edge, Prosus Ventures",Pre-Seed,178000,2023-08-07,2023,8,Other,Seed/Angel,Mumbai,Other,Other
CloudSolutions_576,EdTech,Test Prep,Bengaluru,"Accel, LCatterton, Mirae Asset",Angel,8000,2021-03-03,2021,3,Edtech,Seed/Angel,Bengaluru,Edtech,Edtech
HealthWorks,Media,Content,Pune,"Matrix Partners India, Tiger Global",Series C,245913000,2020-04-29,2020,4,Healthcare,Series C,Pune,Healthcare,Other
Groww,Enterprise,Security,Mumbai,"Accel, Kedaara Capital",Bridge,307000,2025-05-21,2025,5,SaaS/Enterprise,Undisclosed,Mumbai,SaaS/Enterprise,SaaS/Enterprise
AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,2025-04-24,2025,4,EV/Cleantech,Series A,Delhi/NCR,EV/Cleantech,EV/Cleantech
SkillRise,Retail,Fashion,Ahmedabad,"Blume Ventures, IFC, Prosus Ventures",Pre-Series A,288000,2022-07-28,2022,7,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
BlueTech,Mobility,EV,Delhi,"LCatterton, Peak XV",Series A,14210000,2023-05-13,2023,5,EV/Cleantech,Series A,Delhi/NCR,EV/Cleantech,EV/Cleantech
NeoSense,FoodTech,Grocery,Chennai,"A91 Partners, Matrix Partners India",Series C,75927000,2021-10-24,2021,10,Foodtech,Series C,Chennai,Foodtech,Foodtech
UrbanSolutions,Media,Content,Pune,Sequoia Capital India,Bridge,168000,2022-07-05,2022,7,Other,Undisclosed,Pune,Other,Other
HealthAnalytics,Mobility,Ride Sharing,Hyderabad,IFC,Pre-Seed,86000,2021-03-30,2021,3,EV/Cleantech,Seed/Angel,Hyderabad,EV/Cleantech,EV/Cleantech
DataAnalytics,Media,Content,Noida,"Blume Ventures, Sequoia Capital India",Series A,1916000,2023-03-14,2023,3,Other,Series A,Delhi/NCR,Other,Other
Licious,HealthTech,Diagnostics,Hyderabad,Matrix Partners India,Pre-Series A,119000,2023-04-07,2023,4,Healthtech,Seed/Angel,Hyderabad,Healthtech,Healthtech
Delhivery,E-commerce,Grocery,Chennai,"Accel, Mirae Asset, SoftBank Vision Fund",Series A,1418000,2021-03-21,2021,3,Ecommerce/D2C,Series A,Chennai,Ecommerce/D2C,Ecommerce/D2C
Myntra,Enterprise,Automation,Ahmedabad,"Ribbit Capital, Sequoia Capital India",Series C,28289000,2020-07-14,2020,7,SaaS/Enterprise,Series C,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
QuantumAnalytics_589,FinTech,WealthTech,Pune,"Nexus Venture Partners, Peak XV",Growth,74657000,2022-06-08,2022,6,Fintech,Late Stage,Pune,Fintech,Fintech
HomeFoods,Enterprise,Automation,Bengaluru,"Falcon Edge, Tiger Global",Series B,7347000,2023-07-18,2023,7,SaaS/Enterprise,Series B,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,2020-11-09,2020,11,Healthtech,Series B,Delhi/NCR,Healthtech,Healthtech
DriveFit,Retail,Fashion,Ahmedabad,"Elevation Capital, Kalaari Capital",Series A,1636000,2021-03-30,2021,3,Ecommerce/D2C,Series A,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,2021-06-21,2021,6,Other,Series A,Bengaluru,Other,Other
DriveEdge,HealthTech,Diagnostics,Kolkata,"Lightspeed India, Ribbit Capital",Series A,11342000,2022-09-26,2022,9,Healthtech,Series A,Kolkata,Healthtech,Healthtech
LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,2023-03-25,2023,3,Logistics,Series B,Pune,Logistics,Logistics
Flipkart,FoodTech,Food Delivery,Pune,"Bessemer Venture Partners, Prosus Ventures",Seed,587000,2021-12-06,2021,12,Foodtech,Seed/Angel,Pune,Foodtech,Foodtech
Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,2020-04-01,2020,4,SaaS/Enterprise,Seed/Angel,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
NimbusWorks,Media,Social,Mumbai,"IFC, Peak XV",Series B,8521000,2021-05-12,2021,5,Other,Series B,Mumbai,Other,Other
SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,2020-02-16,2020,2,Other,Series A,Hyderabad,Other,Other
Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,2024-02-03,2024,2,Edtech,Series A,Delhi/NCR,Edtech,Edtech
PhonePe,FoodTech,Grocery,Noida,Elevation Capital,Pre-Seed,38000,2020-12-14,2020,12,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
SkillFlow_602,RealEstate,PropTech,Mumbai,"IFC, Prosus Ventures",Pre-Series A,150000,2021-07-09,2021,7,Proptech,Seed/Angel,Mumbai,Proptech,Proptech
PhonePe,Logistics,Fleet Management,Chennai,"Accel, Tiger Global Management",Seed,69000,2022-02-18,2022,2,Logistics,Seed/Angel,Chennai,Logistics,Logistics
HyperLabs,AgriTech,Marketplace,Mumbai,"A91 Partners, Kedaara Capital",Seed,78000,2022-10-22,2022,10,Agritech,Seed/Angel,Mumbai,Agritech,Agritech
Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,2024-03-04,2024,3,Edtech,Series A,Pune,Edtech,Edtech
AgriFit,Logistics,Last Mile,Noida,"Kalaari Capital, Matrix Partners India, Tiger Global Management",Seed,107000,2020-05-06,2020,5,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
ClearTax,Mobility,EV,Gurugram,"Accel, Prosus Ventures",Seed,192000,2025-01-11,2025,1,EV/Cleantech,Seed/Angel,Delhi/NCR,EV/Cleantech,EV/Cleantech
QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,2023-03-19,2023,3,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
